08.10.2014 16:24	Абдрахманов А О	144	 О проекте Закона «О внесении изменений и дополнения в Закон Кыргызской Республики «О дорожном движении в Кыргызской Республике» (инициатор – Правительство, постановление № 509 от 29.08.14) (решение Комитета по транспорту, коммуникациям, архитектуре и строительству – принять в первом чтении, решение Комитета по экономической и фискальной политике - одобрить) (обсуждение проводилось 02.10.14)
08.10.2014 16:27	Абдрахманов А О	175	 О проекте Закона «О пограничных уполномоченных» (вносится на третье чтение) (инициатор – депутат Торобаев Б.Э.) (решение Комитета по обороне и безопасности – принять в третьем чтении) (обсуждение проводилось 08.10.14)
08.10.2014 16:28	Абдрахманов А О	192	 О проекте Закона «О внесении изменений и дополнений в Закон Кыргызской Республики «Об основах технического регулирования в Кыргызской Республике» (вносится на третье чтение) (инициатор - Правительство, постановление № 689 от 19.12.13) (решение Комитета по экономической и фискальной политике - принять в третьем чтении) (обсуждение проводилось 08.10.14)
08.10.2014 16:28	Абдрахманов А О	214	 О проекте Закона «О внесении дополнения в Закон Кыргызской Республики «О неналоговых платежах» (вносится на первое чтение) (инициатор – Правительство, постановление № 457 от 08.08.14) (решение Комитета по экономической и фискальной политике – принять в первом чтении, решение Комитета по аграрной политике, водным ресурсам, экологии и региональному развитию - одобрить) (обсуждение проводилось 08.10.14)
08.10.2014 16:29	Абдрахманов А О	228	 О проекте Закона «О внесении дополнений и изменений в некоторые законодательные акты Кыргызской Республики» (в Налоговый кодекс, Закон «О введении в действие Налогового кодекса Кыргызской Республики») (вносится на первое чтение) (инициатор – Правительство, постановление № 334 от 16.06.14) (решение Комитета по экономической и фискальной политике – принять в первом чтении) (обсуждение проводилось 08.10.14)
08.10.2014 16:30	Абдрахманов А О	242	 О проекте Закона «О внесении дополнений в Закон Кыргызской Республики «Об охране озонового слоя» (вносится на первое чтение) (инициатор – Правительство, постановление № 501 от 29.08.14) (решение Комитета по аграрной политике, водным ресурсам, экологии и региональному развитию – принять в первом чтении, решение Комитета по экономической и фискальной политике - одобрить) (обсуждение проводилось 08.10.14) (из пакета законопроектов по вхождению в Таможенный союз)
08.10.2014 16:31	Абдрахманов А О	259	 О проекте Закона «О внесении изменений в некоторые законодательные акты Кыргызской Республики»(в Закон «О государственном регулировании производства и оборота этилового спирта и алкогольной продукции», Кодекс об административной ответственности, Закон «О рекламе») (вносится на второе чтение) (инициаторы – депутаты Бекешев Д.Д., Бакир уулу Т., Айтматова Ш.) (решение Комитета по социальной политике – принять во втором чтении) (обсуждение проводилось 08.10.14)
08.10.2014 16:10	Абдрахманов А О	276	 О проекте постановления Жогорку Кенеша «О внесении изменения в постановление Жогорку Кенеша Кыргызской Республики «О составе Правительства Кыргызской Республики» от 3 апреля 2014 года № 3935-V» (по кандидатуре Максутова Алтынбека Аскаровича для одобрения на назначение на должность министра культуры, информации и туризма Кыргызской Республики) (решение Комитета по правам человека, конституционному законодательству и государственному устройству – принять проект постановления, решение Комитета по образованию, науке, культуре и спорту - одобрить) (обсуждение проводилось 08.10.14)
28.05.2015 15:34	Баатырбеков А Б	35	 О проекте Закона «О внесении изменений и дополнений в Закон Кыргызской Республики «О декларировании и публикации сведений о доходах, обязательствах и имуществе лиц, замещающих политические и иные специальные государственные должности, а также их близких родственников» (вносится на второе чтение) (инициатор – Правительство, постановление № 539 от 19.09.14) (решение Комитета по Регламенту Жогорку Кенеша и депутатской этике – принять во втором чтении) (обсуждение проводилось 27.05.15)
28.05.2015 15:35	Баатырбеков А Б	309	 О проекте Закона «О внесении изменений и дополнения в некоторые законодательные акты Кыргызской Республики»(в Водный кодекс, законы «О горных территориях Кыргызской Республики», «О воде») (вносится на первое чтение) (инициатор – Правительство, постановление № 146 от 24.03.15) (решение Комитета по аграрной политике, водным ресурсам, экологии и региональному развитию - принять в первом чтении) (обсуждение проводилось 21.05.15)
28.05.2015 15:36	Баатырбеков А Б	420	 О проекте Закона «О государственной гражданской службе и муниципальной службе» (вносится на первое чтение) (инициатор – Правительство, постановление № 712 от 18.12.14) (решение Комитета по Регламенту Жогорку Кенеша и депутатской этике - принять в первом чтении, решение Комитета по правам человека, конституционному законодательству и государственному устройству - одобрить) (обсуждение проводилось 27.05.15)
28.05.2015 15:37	Баатырбеков А Б	468	 О проекте Закона «О внесении дополнений и изменений в Трудовой кодекс Кыргызской Республики» (вносится на первое чтение) (инициатор – Правительство, постановление № 761 от 31.12.14) (решение Комитета по Регламенту Жогорку Кенеша и депутатской этике – принять в первом чтении, решение Комитета по социальной политике - одобрить) (обсуждение проводилось 27.05.15)
28.05.2015 15:37	Баатырбеков А Б	515	 О проекте Закона «О внесении дополнений и изменений в Закон Кыргызской Республики «О международных договорах Кыргызской Республики» (вносится на третье чтение) (инициатор - Правительство, постановление № 194 от 06.04.15) (решение Комитета по международным делам – принять в третьем чтении) (обсуждение проводилось 28.05.15)
28.05.2015 15:40	Баатырбеков А Б	572	 О проекте Закона «О внесении дополнения в Закон Кыргызской Республики «О частной детективной и охранной деятельности в Кыргызской Республике» (вносится на третье чтение) (инициаторы – депутаты Бакир уулу Т., Мадалиев Н.А.) (решение Комитета по законности, правопорядку и борьбе с преступностью – принять в третьем чтении) (обсуждение проводилось 28.05.15)
28.05.2015 15:41	Баатырбеков А Б	613	 О проекте Закона «О внесении дополнений и изменений в Кодекс Кыргызской Республики об административной ответственности» (вносится на второе чтение) (инициатор – Правительство, постановление № 47 от 10.02.15) (решение Комитета по законности, правопорядку и борьбе с преступностью – принять во втором чтении) (обсуждение проводилось 28.05.15)
28.05.2015 15:41	Баатырбеков А Б	673	 О проекте Закона «О внесении изменения в Закон Кыргызской Республики «Об автомобильных дорогах» (вносится на второе чтение) (инициатор – Правительство, постановление № 152 от 25.03.15) (решение Комитета по транспорту, коммуникациям, архитектуре и строительству – принять во втором чтении) (обсуждение проводилось 28.05.15)
28.05.2015 15:42	Баатырбеков А Б	707	 О проекте Закона «О внесении изменений в Закон Кыргызской Республики «О государственно-частном партнерстве в Кыргызской Республике» (вносится на второе чтение)(инициаторы – депутаты Кулов Ф.Ш., Гусаров И.К., Бекбоев З.И., Кочкарова Э.А., Бадыкеева Н.Н., Левина Т.В., Бекешев Д.Д., Узакбаев Т.М.) (решение Комитета по экономической и фискальной политике - принять во втором чтении) (обсуждение проводилось 28.05.15)
28.05.2015 15:43	Баатырбеков А Б	77	 О проекте Закона «О внесении изменений и дополнений в Жилищный кодекс Кыргызской Республики»(вносится на второе чтение)(инициатор – депутат Исаков Э.) (решение Комитета по экономической и фискальной политике - принять во втором чтении) (обсуждение проводилось 28.05.15)
28.05.2015 15:44	Баатырбеков А Б	114	 О проекте Закона «О внесении изменений и дополнений в Закон Кыргызской Республики «О защите банковских вкладов (депозитов)» (вносится на второе чтение) (инициатор – Правительство, постановление № 528 от 27.09.13) (решение Комитета по экономической и фискальной политике - принять во втором чтении) (обсуждение проводилось 28.05.15)
28.05.2015 15:45	Баатырбеков А Б	134	 О проекте Закона «О внесении дополнений в Закон Кыргызской Республики «О защите прав потребителей» (вносится на второе чтение) (инициатор – Правительство, постановление № 686 от 28.11.14) (решение Комитета по экономической и фискальной политике - принять во втором чтении) (обсуждение проводилось 28.05.15)
28.05.2015 15:45	Баатырбеков А Б	170	 О проекте Закона «О внесении изменений и дополнений в некоторые законодательные акты Кыргызской Республики» (в Гражданский кодекс, Закон «О хозяйственных товариществах и обществах») (вносится на второе чтение) (инициатор – Правительство, постановление № 647 от 13.11.14) (решение Комитета по экономической и фискальной политике - принять во втором чтении) (обсуждение проводилось 28.05.15)
28.05.2015 15:46	Баатырбеков А Б	194	 О проекте Закона «О внесении изменений и дополнений в некоторые законодательные акты Кыргызской Республики»(в законы «О неналоговых платежах», «О Дорожном фонде», «Об автомобильных дорогах», Кодекс об административной ответственности) (вносится на первое чтение) (инициатор – Правительство, постановление № 9 от 14.01.15) (решение Комитета по экономической и фискальной политике - принять в первом чтении, решение Комитета по транспорту, коммуникациям, архитектуре и строительству - одобрить, решение Комитета по бюджету и финансам - одобрить) (обсуждение проводилось 28.05.15)
28.05.2015 15:48	Баатырбеков А Б	218	 О проекте Закона «О ратификации Грантового соглашения № 46537-02 KGZ (SF) «Программа развития сектора: укрепление системы образования», включающего Программу развития сектора № 46537-02 KGZ (SF) и Проект развития сектора № 46537-02 KGZ (SF), между Правительством Кыргызской Республики и Азиатским банком развития, подписанного 22 января 2015 года в городе Бишкек»(вносится на первое чтение) (инициатор – Правительство, постановление № 199 от 07.04.15) (решение Комитета по международным делам – принять в первом чтении, при отсутствии предложений и замечаний фракций – принять в трех чтениях, решение Комитета по образованию, науке, культуре и спорту – принять в трех чтениях, решение Комитета по бюджету и финансам - одобрить)(обсуждение проводилось 28.05.15)
28.05.2015 15:49	Баатырбеков А Б	234	 О проекте Закона «О ратификации Грантового соглашения № 46537-02 KGZ (SF) «Программа развития сектора: укрепление системы образования», включающего Программу развития сектора № 46537-02 KGZ (SF) и Проект развития сектора № 46537-02 KGZ (SF), между Правительством Кыргызской Республики и Азиатским банком развития, подписанного 22 января 2015 года в городе Бишкек»(вносится на второе чтение)
28.05.2015 15:49	Баатырбеков А Б	250	 О проекте Закона «О ратификации Грантового соглашения № 46537-02 KGZ (SF) «Программа развития сектора: укрепление системы образования», включающего Программу развития сектора № 46537-02 KGZ (SF) и Проект развития сектора № 46537-02 KGZ (SF), между Правительством Кыргызской Республики и Азиатским банком развития, подписанного 22 января 2015 года в городе Бишкек»(вносится на третье чтение)
28.05.2015 15:51	Баатырбеков А Б	265	 О проекте Закона «О ратификации Соглашения о финансировании между Кыргызской Республикой и Международной ассоциацией развития по программе «Операции в поддержку политики развития энергетического сектора», подписанного 10 марта 2015 года в городе Бишкек» (вносится на первое чтение) (инициатор – Правительство, постановление № 228 от 20.04.15) (решение Комитета по международным делам – принять в первом чтении, при отсутствии предложений и замечаний фракций – принять в трех чтениях, решение Комитета по топливно-энергетическому комплексу и недропользованию - одобрить, решение Комитета по бюджету и финансам - одобрить) (обсуждение проводилось 28.05.15)
28.05.2015 15:51	Баатырбеков А Б	275	 О проекте Закона «О ратификации Соглашения о финансировании между Кыргызской Республикой и Международной ассоциацией развития по программе «Операции в поддержку политики развития энергетического сектора», подписанного 10 марта 2015 года в городе Бишкек» (вносится на второе чтение)
28.05.2015 15:52	Баатырбеков А Б	338	 О проекте Закона «О ратификации Соглашения о финансировании между Кыргызской Республикой и Международной ассоциацией развития по программе «Операции в поддержку политики развития энергетического сектора», подписанного 10 марта 2015 года в городе Бишкек» (вносится на третье чтение)
28.05.2015 15:52	Баатырбеков А Б	345	 О проекте постановления Жогорку Кенеша «О 80-летнем юбилее Сатынды Кожокматова» (инициатор – депутат Сабиров М.Э.) (решение Комитета по правам человека, конституционному законодательству и государственному устройству – принять проект постановления, решение Комитета по социальной политике - одобрить) (обсуждение проводилось 28.05.15)
05.11.2014 15:16	Баатырбеков А Б	21	 О проекте Закона «О внесении дополнений и изменений в некоторые законодательные акты Кыргызской Республики» (в Налоговый кодекс, Закон «О введении в действие Налогового кодекса Кыргызской Республики») (вносится на второе чтение) (инициатор – Правительство, постановление № 334 от 16.06.14) (решение Комитета по экономической и фискальной политике – принять во втором чтении) (обсуждение проводилось 05.11.14)
05.11.2014 15:17	Баатырбеков А Б	292	 О проекте Закона «О внесении дополнения и изменения в Налоговый кодекс Кыргызской Республики» (вносится на второе чтение) (инициаторы – депутаты Измалкова А.Н., Турсунбеков Ч.А., Тиленчиева М.Б., Пирматов И.А., Арапбаев А.А.) (решение Комитета по экономической и фискальной политике – принять во втором чтении) (обсуждение проводилось 05.11.14)
05.11.2014 15:18	Баатырбеков А Б	398	 О проекте Закона «О внесении дополнения и изменения в Налоговый кодекс Кыргызской Республики»(вносится на первое чтение) (инициатор - Правительство, постановление № 384 от 09.07.14) (решение Комитета по экономической и фискальной политике – принять в первом чтении) (обсуждение проводилось 05.11.14)
05.11.2014 15:20	Баатырбеков А Б	459	 О проекте Закона «О внесении дополнений в Закон Кыргызской Республики «О всеобщей воинской обязанности граждан Кыргызской Республики, о военной и альтернативной службах»(вносится на первое чтение) (инициаторы – депутаты Тиленчиева М.Б., Исаков Э., Баатырбеков А.Б., Джумалиева Э.Б.) (решение Комитета по обороне и безопасности – принять в первом чтении, решение Комитета по образованию, науке, культуре и спорту - отклонить) (обсуждение проводилось 05.11.14)
05.11.2014 11:28	Баатырбеков А Б	650	 Проект постановления ЖК КР «О кандидатуре Батыралиева Талантбека Абдуллаевича для одобренияна назначение на должность министра здравоохранения Кыргызской Республики»
25.09.2014 15:49	Балтабаев Т	43	 О проекте Закона «О внесении изменений и дополнения в Закон Кыргызской Республики «О государственной службе» (вносится на третье чтение) (инициатор – депутат Абдиев К.) (решение Комитета по Регламенту Жогорку Кенеша и депутатской этике – принять в третьем чтении) (обсуждение проводилось 24.09.14)
25.09.2014 15:50	Балтабаев Т	285	 О проекте Закона «О внесении дополнений и изменений в некоторые законодательные акты Кыргызской Республики» (в Кодекс об административной ответственности, Уголовный кодекс, Закон «Об исполнительном производстве и о статусе судебных исполнителей в Кыргызской Республике») (вносится на третье чтение) (инициаторы – депутаты Текебаев О.Ч., Кулов Ф.Ш., Турсунбеков Ч.А., Расулов М.А., Кочкарова Э.А.) (решение Комитета по законности, правопорядку и борьбе с преступностью – принять в третьем чтении) (обсуждение проводилось 24.09.14)
25.09.2014 15:51	Балтабаев Т	418	 О проекте Закона «О внесении изменения в Закон Кыргызской Республики «О государственном социальном страховании»(вносится на второе чтение) (инициатор - Правительство, постановление № 128 от 17.03.14) (решение Комитета по социальной политике – принять во втором чтении) (обсуждение проводилось 24.09.14)
25.09.2014 15:52	Балтабаев Т	481	 О проекте Закона «О внесении изменений в некоторые законодательные акты Кыргызской Республики» (в законы «О статусе депутата Жогорку Кенеша Кыргызской Республики», «О Регламенте Жогорку Кенеша Кыргызской Республики»)(вносится на первое чтение) (инициатор – депутат Алтыбаева А.Т.) (решение Комитета по Регламенту Жогорку Кенеша и депутатской этике – принять в первом чтении) (обсуждение проводилось 24.09.14)
25.09.2014 15:53	Балтабаев Т	536	 О проекте Закона «О внесении изменений и дополнений в некоторые законодательные акты Кыргызской Республики» (в конституционный Закон «О выборах Президента Кыргызской Республики и депутатов Жогорку Кенеша Кыргызской Республики», законы «О статусе депутата Жогорку Кенеша Кыргызской Республики», «О выборах депутатов местных кенешей», «О местном самоуправлении», «О местной государственной администрации», «О государственной службе», «О муниципальной службе», «О гражданстве Кыргызской Республики») (вносится на второе чтение) (инициаторы – депутаты Бокоев К.С., Исаков И.И., Бекешев Д.Д., Иманкожоева Э.Б.) (решение Комитета по правам человека, конституционному законодательству и государственному устройству - принять во втором чтении) (обсуждение проводилось 10.09.14)
12.03.2015 15:19	Бекматов А Г	60	 О проекте конституционного Закона «О внесении дополнений и изменений в некоторые законодательные акты Кыргызской Республики» (в конституционные законы «О военном положении», «О чрезвычайном положении») (вносится на второе чтение) (инициатор – депутат Исаков И.И.) (решение Комитета по правам человека, конституционному законодательству и государственному устройству - принять во втором чтении) (обсуждение проводилось 11.03.15)
12.03.2015 15:20	Бекматов А Г	330	О проекте Закона «О ратификации Соглашения между Правительством Кыргызской Республики и Правительством Государства Катар об избежании двойного налогообложения и предотвращении уклонения от налогообложения в отношении налогов на доход, подписанного 1 июня 2014 года в городе Доха» (вносится на второе чтение) (инициатор - Правительство, постановление № 28 от 27.01.15) (решение Комитета по международным делам – принять во втором чтении, при отсутствии предложений и замечаний – принять во втором и третьем чтениях) (обсуждение проводилось 11.03.15)
12.03.2015 15:21	Бекматов А Г	331	О проекте Закона «О ратификации Соглашения между Правительством Кыргызской Республики и Правительством Государства Катар об избежании двойного налогообложения и предотвращении уклонения от налогообложения в отношении налогов на доход, подписанного 1 июня 2014 года в городе Доха» (вносится на третье чтение) (инициатор - Правительство, постановление № 28 от 27.01.15) (решение Комитета по международным делам – принять во втором чтении, при отсутствии предложений и замечаний – принять во втором и третьем чтениях) (обсуждение проводилось 11.03.15)
12.03.2015 15:23	Бекматов А Г	432	О проекте Закона «О ратификации Соглашения о финансировании (Специальные операции) (Третий проект «Транспортный коридор 1 ЦАРЭС» (дорога Бишкек - Торугарт) - Дополнительное финансирование) между Кыргызской Республикой и Азиатским банком развития, подписанного 26 декабря 2014 года в городе Бишкек» (вносится на первое чтение) (инициатор - Правительство, постановление № 65 от 18.02.15) (решение Комитета по международным делам – принять в первом чтении, в случае отсутствия предложений и замечаний фракций – принять в трех чтениях, решение Комитета по транспорту, коммуникациям, архитектуре и строительству - одобрить, решение Комитета по бюджету и финансам - одобрить) (обсуждение проводилось 11.03.15)
12.03.2015 15:23	Бекматов А Г	433	О проекте Закона «О ратификации Соглашения о финансировании (Специальные операции) (Третий проект «Транспортный коридор 1 ЦАРЭС» (дорога Бишкек - Торугарт) - Дополнительное финансирование) между Кыргызской Республикой и Азиатским банком развития, подписанного 26 декабря 2014 года в городе Бишкек» (вносится на второе чтение) (инициатор - Правительство, постановление № 65 от 18.02.15) (решение Комитета по международным делам – принять в первом чтении, в случае отсутствия предложений и замечаний фракций – принять в трех чтениях, решение Комитета по транспорту, коммуникациям, архитектуре и строительству - одобрить, решение Комитета по бюджету и финансам - одобрить) (обсуждение проводилось 11.03.15)
12.03.2015 15:24	Бекматов А Г	434	О проекте Закона «О ратификации Соглашения о финансировании (Специальные операции) (Третий проект «Транспортный коридор 1 ЦАРЭС» (дорога Бишкек - Торугарт) - Дополнительное финансирование) между Кыргызской Республикой и Азиатским банком развития, подписанного 26 декабря 2014 года в городе Бишкек» (вносится на третье чтение) (инициатор - Правительство, постановление № 65 от 18.02.15) (решение Комитета по международным делам – принять в первом чтении, в случае отсутствия предложений и замечаний фракций – принять в трех чтениях, решение Комитета по транспорту, коммуникациям, архитектуре и строительству - одобрить, решение Комитета по бюджету и финансам - одобрить) (обсуждение проводилось 11.03.15)
